uid,pmcid,title,journal,pubdate,doi
12563326,PMC12563326,Type B Fibers: A Novel Ultrastructural Biomarker for Cognitive Impairment in Neuronal Intranuclear Inclusion Disease.,Brain Sci,2025 Sep 23,10.3390/brainsci15101026
12554255,PMC12554255,Chronic Cardiovascular Disorders Associated With COVID-19: A Literature Review.,Cureus,2025 Sep,10.7759/cureus.93271
12553641,PMC12553641,Pathology of the conus medullaris and cauda equina. Beyond the usual suspects.,Insights Imaging,2025 Oct 25,10.1186/s13244-025-02117-z
12542510,PMC12542510,Tetanus following Guboow complications of Somali traditional burn therapy: a case report.,J Med Case Rep,2025 Oct 21,10.1186/s13256-025-05607-2
12532868,PMC12532868,Multisystemic manifestations of a rare Glu89Lys (p. Glu109Lys) transthyretin amyloidosis: a case report of an East Asian female.,BMC Neurol,2025 Oct 17,10.1186/s12883-025-04392-1
12520903,PMC12520903,Differential diagnosis of orthostatic dizziness with persistent postural-perceptual dizziness and its underlying mechanisms.,Front Neurol,2025,10.3389/fneur.2025.1642869
12515974,PMC12515974,"Immunotherapies for postural orthostatic tachycardia syndrome, other common autonomic disorders, and Long COVID: current state and future direction.",Front Cell Infect Microbiol,2025,10.3389/fcimb.2025.1647203
12508163,PMC12508163,Systematic review: digital biomarkers of fatigue in chronic diseases.,NPJ Digit Med,2025 Oct 8,10.1038/s41746-025-01939-x
12495029,PMC12495029,Monitoring of cardiorespiratory vagal desynchrony using novel biomarkers derived from smartwatch electrocardiograms in a patient recovering from long COVID: case report.,Eur Heart J Case Rep,2025 Oct,10.1093/ehjcr/ytaf425
12490026,PMC12490026,Acetyl-DL-leucine (Tanganil™) in three patients with advanced multiple system atrophy.,BMC Neurol,2025 Oct 2,10.1186/s12883-025-04451-7
12479046,PMC12479046,Charcot-Marie-Tooth Disease With Persistent Perioperative Hypotension due to Autonomic Dysfunction: A Case Report.,Case Rep Anesthesiol,2025,10.1155/cria/9639101
12468104,PMC12468104,[(123)I]-Meta-Iodobenzylguanidine Scintigraphy in Sarcoidosis: Exploring Cardiac Autonomic Dysfunction in Patients with Unexplained Cardiac Symptoms.,Diagnostics (Basel),2025 Sep 11,10.3390/diagnostics15182306
12468067,PMC12468067,Guillain-Barré Syndrome in Older People-A Case Report and Literature Review.,Diseases,2025 Sep 18,10.3390/diseases13090306
12468459,PMC12468459,The Rehabilitation of a Patient with Acute Transverse Myelitis After HPV Vaccination-A Case Report.,Diseases,2025 Sep 1,10.3390/diseases13090281
12453965,PMC12453965,Guillain-Barré Syndrome Following Falciparum Malaria in an 18-Year Male Adolescent: A Rare Case Report and Literature Review.,Clin Case Rep,2025 Sep,10.1002/ccr3.70932
11559843,PMC11559843,"Autoimmune GFAP Astrocytopathy-Beyond the Known Horizon, India's First Multifaceted Institutional Experience.",Ann Neurosci,2025 Oct,10.1177/09727531241230213
12448205,PMC12448205,Restrictive cardiomyopathy due to new mutation in the ACTN2 gene: a case report.,Eur Heart J Case Rep,2025 Sep,10.1093/ehjcr/ytaf421
12442504,PMC12442504,Guillain-Barré Syndrome Secondary to Snake Bite: A Report of a Rare and Fatal Case.,Am J Case Rep,2025 Sep 13,10.12659/AJCR.948917
12426198,PMC12426198,IgG4-related disease presenting with retroperitoneal fibrosis and hypertrophic spinal pachymeningitis: a rare case report and literature review.,Front Immunol,2025,10.3389/fimmu.2025.1619756
12418807,PMC12418807,"Clinical Practice Guidelines for the Diagnosis, Management, and Surveillance of LMNB1-Related Autosomal Dominant Leukodystrophy.",Neurol Genet,2025 Oct,10.1212/NXG.0000000000200287
12409181,PMC12409181,Diabetic Striatopathy: A Rare Case of Non-ketotic Hyperglycaemia-Induced Hemichorea.,Cureus,2025 Aug,10.7759/cureus.89384
12409239,PMC12409239,Statin therapy and neuropathy in type 1 diabetes: A cross-sectional study.,Diabetes Obes Metab,2025 Oct,10.1111/dom.16617
12396831,PMC12396831,Neuroleptic Malignant Syndrome in an Institutionalized Geriatric Patient Following Antipsychotic Switch to Quetiapine: A Fatal Outcome.,Cureus,2025 Jul,10.7759/cureus.89077
12391061,PMC12391061,Lenticulostriate vasculopathy in newborns: whole genome sequencing data analysis.,Front Pediatr,2025,10.3389/fped.2025.1531086
12381344,PMC12381344,Association Between Vaccination for Human Papillomavirus (HPV) and Autonomic Dysfunction and Menstrual Irregularities: A Self-Controlled Case Series Analysis.,Drugs Real World Outcomes,2025 Sep,10.1007/s40801-025-00504-y
12369815,PMC12369815,Tetanus - a lethal and neglected infectious disease.,Ann Med Surg (Lond),2025 Jul,10.1097/MS9.0000000000003407
12370160,PMC12370160,Comorbidity of Anxiety and Depression With Hypertension Among Young Adults in the United States: A Systematic Review of Bidirectional Associations and Implications for Blood Pressure Control.,Cureus,2025 Jul,10.7759/cureus.88532
12357568,PMC12357568,Individuals Recovered from Severe COVID-19 are Predispose to Develop Atrial Fibrillation.,Int J Gen Med,2025,10.2147/IJGM.S527058
12353725,PMC12353725,Intervention of Astragalus Membranaceus Extract in rats of spinal cord injury: a systematic review and meta-analysis.,Front Neurol,2025,10.3389/fneur.2025.1637608
12347519,PMC12347519,A Comprehensive Review of a Mechanism-Based Ventricular Electrical Storm Management.,J Clin Med,2025 Jul 29,10.3390/jcm14155351
12340729,PMC12340729,A Strategy for When Two Rare Entities Strike at Once: Carotid Artery Dissection With Carotid Sinus Hypersensitivity and Syndrome.,Cureus,2025 Jul,10.7759/cureus.87813
12333716,PMC12333716,Spinal teratoma in an adolescent: a rare case report with intradural presentation and review of management strategies.,Ann Med Surg (Lond),2025 Aug,10.1097/MS9.0000000000003561
12331266,PMC12331266,Pyloric Botulinum Toxin for Diabetic Gastroparesis: A Case of Sustained Glycaemic Improvement.,Eur J Case Rep Intern Med,2025,10.12890/2025_005495
12321581,PMC12321581,Risk factors and predictors for Lewy body dementia: a systematic review.,NPJ Dement,2025,10.1038/s44400-025-00022-2
12317807,PMC12317807,Profound Near Fatal Respiratory Dysfunction in a Neonate With Meningomyelocele: A Narrative With Neurosurgical Lessons.,Case Rep Pediatr,2025,10.1155/crpe/5569749
12308146,PMC12308146,Heart Failure Management in Cardiac Amyloidosis: Towards a Paradigm Shift.,Card Fail Rev,2025,10.15420/cfr.2024.33
12306247,PMC12306247,Mortality and risk factors in hospitalised adult patients with tetanus: a systematic review and meta-analysis.,BMJ Open,2025 Jul 28,10.1136/bmjopen-2025-101782
12293099,PMC12293099,Sleep Disorders in Children with Rett Syndrome.,Children (Basel),2025 Jun 30,10.3390/children12070869
12280218,PMC12280218,"The characteristic change of autoimmune encephalitis after the COVID-19 epidemic in Guangxi, China.",Sci Rep,2025 Jul 21,10.1038/s41598-025-10750-3
12275011,PMC12275011,The Gut-Brain Axis in Parkinson disease: Emerging Concepts and Therapeutic Implications.,Mov Disord Clin Pract,2025 Jul,10.1002/mdc3.70029
12274094,PMC12274094,Anesthesia Management in a Crisponi Syndrome Patient Undergoing Tracheotomy Surgery.,Case Rep Pediatr,2025,10.1155/crpe/7470643
12265122,PMC12265122,The effects of non-insulin anti-diabetic medications on the diabetic microvascular complications: a systematic review and meta-analysis of randomized clinical trials.,BMC Endocr Disord,2025 Jul 16,10.1186/s12902-025-01985-2
12254715,PMC12254715,Managing Psychosis in Acute Intermittent Porphyria: A Case Report on Olanzapine Use.,Cureus,2025 Jun,10.7759/cureus.85815
12251536,PMC12251536,Heart Rate Variability (HRV) in Patients with Sleep Apnea and COPD: A Comprehensive Analysis.,J Clin Med,2025 Jun 30,10.3390/jcm14134630
12238090,PMC12238090,Rehabilitation Strategies for Sleep and Autonomic Symptoms in Parkinson's Disease.,Curr Neurol Neurosci Rep,2025 Jul 8,10.1007/s11910-025-01433-7
12209484,PMC12209484,Optimal foot skin care for diabetes-related foot ulcer prevention: scoping review.,Diabetol Int,2025 Jul,10.1007/s13340-025-00814-0
12198438,PMC12198438,The human spinothalamic tract: lessons from cordotomy.,Brain Commun,2025,10.1093/braincomms/fcaf237
12126594,PMC12126594,Single-nucleus and spatial signatures of the brainstem in normal brain and mild traumatic brain injury in male mice.,Nat Commun,2025 May 31,10.1038/s41467-025-59856-2
12126662,PMC12126662,A Rare Culprit or an Elusive Culprit in Disguise? Unraveling Wild-Type ATTR Cardiac Amyloidosis in Heart Failure With Reduced Ejection Fraction.,J Investig Med High Impact Case Rep,2025 Jan-Dec,10.1177/23247096251345712
12110449,PMC12110449,Anti-NMDA Receptor Encephalitis: A Narrative Review.,Brain Sci,2025 May 18,10.3390/brainsci15050518
12103059,PMC12103059,Young-Onset Type 2 Diabetes and Its Association with Variant Angina in an Adolescent.,Am J Case Rep,2025 May 20,10.12659/AJCR.947489
12089910,PMC12089910,Patients with Allan-Herndon-Dudley Syndrome (MCT8 Deficiency) Display Symptoms of Parkinsonism in Childhood and Respond to Levodopa/Carbidopa Treatment.,Mov Disord,2025 May,10.1002/mds.30152
12077382,PMC12077382,A Case of Wallenberg Syndrome Presenting With Thunderclap Headache and Delayed Diagnosis Due to Negative Findings on Two MRI Examinations.,Cureus,2025 Apr,10.7759/cureus.82236
12050346,PMC12050346,Quantitative Sensory Testing in a Girl With Tangier Disease: A Case Report.,Cureus,2025 Apr,10.7759/cureus.81676
12049074,PMC12049074,Post-COVID-19 Guillain-Barré Syndrome with GM1 and GD1b Antibodies: A Case Study and Literature Review.,Am J Case Rep,2025 Apr 28,10.12659/AJCR.947416
12046175,PMC12046175,Diagnostic and Therapeutic Challenges in an Acute Variegate Porphyric Crisis Complicated by Anuric Renal Failure and Multiorgan Dysfunction: A Case Report.,Am J Case Rep,2025 Apr 26,10.12659/AJCR.946969
12042689,PMC12042689,An interesting case of subacute sclerosing panencephalitis presenting with Balint's syndrome and dysautonomia.,Encephalitis,2025 Apr,10.47936/encephalitis.2024.00115
12040301,PMC12040301,New-Onset Progressive Ataxia in a 66-Year-Old Woman with Longstanding Parkinson's Disease: A Case Report.,Case Rep Neurol,2025 Jan-Dec,10.1159/000545411
12039301,PMC12039301,Clinical features of hereditary transthyretin amyloidosis-polyneuropathy with transthyretin Ala97Ser(p.Ala117Ser) mutation in South Mainland China.,Orphanet J Rare Dis,2025 Apr 28,10.1186/s13023-025-03733-0
12033788,PMC12033788,Isolated neurological symptoms of Wilson's disease manifesting as focal epileptic seizures without hepatic involvement: Insights from a case report.,J Int Med Res,2025 Apr,10.1177/03000605251328574
12000123,PMC12000123,Effects of levodopa/carbidopa intestinal gel infusion on autonomic symptoms in advanced Parkinson's disease: a systematic review.,Clin Auton Res,2025 Apr,10.1007/s10286-024-01090-9
11999390,PMC11999390,Antidepressant and antiobesity drug-induced serotonin syndrome complicated by multiple organ injury: A case report.,Medicine (Baltimore),2025 Apr 11,10.1097/MD.0000000000041626
11989403,PMC11989403,Parkinson's Spectrum Mechanisms in Pregnancy: Exploring Hypothetical Scenarios for MSA in the Era of ART.,Int J Mol Sci,2025 Apr 3,10.3390/ijms26073348
11983818,PMC11983818,Ultrasound-guided femoral nerve block combined with lateral femoral cutaneous nerve block in a patient with congenital insensitivity to pain and anhidrosis: a case report.,BMC Anesthesiol,2025 Apr 9,10.1186/s12871-025-03026-w
11959410,PMC11959410,Intestinal Perforation Secondary to Bortezomib-Induced Autonomic Neuropathy.,Clin Case Rep,2025 Apr,10.1002/ccr3.70340
11958171,PMC11958171,Prediction model for severe autoimmune encephalitis: a tool for risk assessment and individualized treatment guidance.,Front Neurol,2025,10.3389/fneur.2025.1575835
11949495,PMC11949495,Esophageal Achalasia in Parkinson's Disease: Diagnosis and Management of a Rare Case.,Transl Med UniSa,2024,10.37825/2239-9747.1052
11941199,PMC11941199,Recurrent Osteomyelitis in a Paediatric Patient with a Novel NTRK1 Mutation: A Case Report on Congenital Insensitivity to Pain with Anhidrosis.,Children (Basel),2025 Mar 9,10.3390/children12030344
11942918,PMC11942918,An Emerging Perspective on the Role of Fascia in Complex Regional Pain Syndrome: A Narrative Review.,Int J Mol Sci,2025 Mar 20,10.3390/ijms26062826
11933830,PMC11933830,Neurocardiology Update: The Brain-Heart Connection in Multiple Sclerosis-A Narrative Review.,Health Sci Rep,2025 Mar,10.1002/hsr2.70607
11930527,PMC11930527,Atypical diffuse white matter changes in a patient with anti-GQ1B spectrum disorder: A case report.,Radiol Case Rep,2025 May,10.1016/j.radcr.2025.01.095
11924404,PMC11924404,Use of droxidopa for blood pressure augmentation after acute spinal cord injury: case reports.,Acute Crit Care,2025 Feb,10.4266/acc.2021.01662
11891066,PMC11891066,Clinical study of the relationship between hepatitis B core antibody and mechanical ventilation in patients with Guillain-Barré syndrome.,Front Neurol,2025,10.3389/fneur.2025.1530286
11864905,PMC11864905,Guillain-Barre Syndrome with Acute Lymphoblastic Leukemia: Case Report.,Int Med Case Rep J,2024,10.2147/IMCRJ.S496062
11853085,PMC11853085,Small-Fiber Neuropathy: An Etiology-Oriented Review.,Brain Sci,2025 Feb 6,10.3390/brainsci15020158
11837777,PMC11837777,Clinical analysis and case series report on autoimmune glial fibrillary acidic protein astrocytopathy presenting with autonomic dysfunction.,Front Neurol,2024,10.3389/fneur.2024.1464891
11830951,PMC11830951,Late gadolinium enhancement in mid infero-septal area after left bundle branch area pacing in the setting of bifascicular block and syncope: a case report.,Eur Heart J Case Rep,2025 Feb,10.1093/ehjcr/ytaf035
11805328,PMC11805328,"Exploring the Interplay of Smoking Behavior, Heart Rate Variability, Pulmonary Function Test Results, Diabetes, and Mood Disorders: A Systematic Review.",J Pharm Bioallied Sci,2024 Dec,10.4103/jpbs.jpbs_1287_24
11794125,PMC11794125,Autoimmune glial fibrillary acidic protein astrocytopathy misdiagnosed as intracranial infectious diseases: case reports and literature review.,Front Immunol,2025,10.3389/fimmu.2025.1519700
11792330,PMC11792330,Effect of exercise training on cardiac autonomic function in type 2 diabetes mellitus: a systematic review and meta-analysis.,Syst Rev,2025 Feb 4,10.1186/s13643-025-02772-9
11765831,PMC11765831,Early Autonomic Dysfunction in Traumatic Brain Injury: An Article Review on the Impact on Multiple Organ Dysfunction.,J Clin Med,2025 Jan 16,10.3390/jcm14020557
11762238,PMC11762238,Acute Hyperhidrosis: A Clue to Underlying Autonomic Dysfunction and a Rare Neurological Disorder.,Cureus,2024 Dec,10.7759/cureus.76387
11720336,PMC11720336,A novel treatment strategy with hyperbaric oxygen of chronic osteomyelitis and pseudoarthrosis in a child with congenital hereditary sensory and autonomic neuropathy type 4 congenital insensitivity to pain with anhidrosis syndrome: a case report.,J Med Case Rep,2025 Jan 9,10.1186/s13256-024-05022-z
11705187,PMC11705187,An Interesting Case of Acute Transverse Myelitis Secondary to Hepatitis C and Tricuspid Valve Endocarditis: A Case Report.,Cureus,2024 Dec,10.7759/cureus.75312
11698547,PMC11698547,Carotid Body Tumor: Incidental Discovery and Diagnosis.,Cureus,2024 Dec,10.7759/cureus.75074
11663233,PMC11663233,Ogilvie's Syndrome Following Herpes Zoster Infection: A Comprehensive Review of the Literature.,Cureus,2024 Nov,10.7759/cureus.74191
11649939,PMC11649939,Memantine-Assisted Treatment of N-Methyl-D-Aspartate Receptor Antibody Encephalitis: A Mini Review.,Neuropsychiatr Dis Treat,2024,10.2147/NDT.S457591
11624302,PMC11624302,Recurrent spinal subdural hematoma following percutaneous kyphoplasty: A unique case report.,Chin J Traumatol,2024 Dec,10.1016/j.cjtee.2024.08.005
11604396,PMC11604396,Deterioration of Vocal Cord Paralysis after COVID-19 Infection in Multiple System Atrophy.,Intern Med,2024 Nov 1,10.2169/internalmedicine.4110-24
11601889,PMC11601889,Severe Acute Transverse Myelitis With a Rapid Progression in an Infant.,Cureus,2024 Oct,10.7759/cureus.72558
11588819,PMC11588819,Takotsubo syndrome in a Sardinian amyotrophic lateral sclerosis cohort.,J Neurol,2024 Dec,10.1007/s00415-024-12681-x
11570938,PMC11570938,The brain-heart connection: Value of concurrent ECG and EEG recordings in epilepsy management.,Epilepsy Behav Rep,2024,10.1016/j.ebr.2024.100726
11542473,PMC11542473,Paralytic Ileus as the Initial Presentation of Guillain-Barre Syndrome: A Rare Case Report.,Int Med Case Rep J,2024,10.2147/IMCRJ.S483673
11538991,PMC11538991,Symptomatic orthostatic hypotension due to standing mid-left ventricular obstruction: a case report.,Eur Heart J Case Rep,2024 Nov,10.1093/ehjcr/ytae566
11532648,PMC11532648,Hypoglycemia Associated With Hypermobile Ehlers-Danlos Syndrome.,JCEM Case Rep,2024 Nov,10.1210/jcemcr/luae205
11520209,PMC11520209,Autonomic Dysfunction Among Adult Survivors of Childhood Cancer.,JACC CardioOncol,2024 Oct,10.1016/j.jaccao.2024.09.004
