uid,pmcid,title,journal,pubdate,authors,doi
13079633,PMC13079633,"Females with hypermobile Ehlers–Danlos syndrome self-report more sexual problems than chronic pain controls without hypermobility, males, or patients with hypermobile spectrum disorders.",Front Reprod Health,2026,Neville CE; Wilson FC; Fairweather D; Caywood MK; Gegoutchadze K; Rozen LE; Farahani NA; Shufelt CL; Knight DRT; Gajarawala SN; Bruno KA,10.3389/frph.2026.1753684
13070550,PMC13070550,Tourniquet Use and Anesthesiology Considerations in Patients With Hypermobile Ehlers-Danlos Syndrome: Balancing Orthopedic Needs With Anesthetic Safety.,Cureus,2026 Mar,Unterman K; Fada L; Clark KA; Cherolis J,10.7759/cureus.105190
13067300,PMC13067300,2-Chloroprocaine vs. Lidocaine in a Patient With Hypermobile Ehlers-Danlos Syndrome and a History of Local Anesthetic Resistance: A Case Report.,Case Rep Anesthesiol,2026,Dasika J; Deutch ZB; Hoefnagel AL,10.1155/cria/8693646
13059101,PMC13059101,Bilateral optic neuritis and multiple nerve sheath tumors in a patient with genetically characterized Ehlers-Danlos syndrome: A rare co-occurrence.,Radiol Case Rep,2026 Jun,Larios A BR; Mendoza Blandón MS; Barahona Vargas S; Romero Ríos CK,10.1016/j.radcr.2026.02.074
13045598,PMC13045598,Returning to Exercise After Valsalva-Induced Carotid Artery Dissection.,JACC Case Rep,2026 Mar 25,Gutzwiller L; Carlisle A; Sharifi D; Tayon K; DeMatas K; Phillips SD; Erben Y; Dineen EH; Shapiro B; Taylor BJ,10.1016/j.jaccas.2026.107356
13037643,PMC13037643,The Investigation and Management of the Abdominopelvic Vascular Compression Syndromes in Patients with Ehlers-Danlos Syndrome and Hypermobility Spectrum Disorder.,Vasc Health Risk Manag,2026,Bruessel P; Govender M; Frahm-Jensen G,10.2147/VHRM.S592420
13033888,PMC13033888,Spontaneous pneumothorax-associated with genetic disorders.,Ther Adv Respir Dis,2026 Jan-Dec,Chen X; Ryu JH; Hu X,10.1177/17534666261437339
13026537,PMC13026537,Characterizing Initial Cervical Spine and Neurovascular Findings in 84 Consecutive Patients with Hypermobile Ehlers-Danlos Syndrome: A Retrospective Study.,J Clin Med,2026 Mar 14,Hauser RA; Griffiths M; Watterson A; Matias D; Rawlings BR,10.3390/jcm15062212
12991944,PMC12991944,Acute isolated traumatic anterior pisiform dislocation in an adult: A case report.,Trauma Case Rep,2026 Feb,Shukla D; Engelhardt J; Eckardt P; Kobbe P; Delank S; Aurich M,10.1016/j.tcr.2026.101317
12969107,PMC12969107,Vascular Ehlers-Danlos syndrome with ruptured thoracic aortic aneurysm complicated by vascular graft and endograft infection and aortobronchial fistula.,J Vasc Surg Cases Innov Tech,2026 Jun,Riahi S; Sörelius K; Ben Khemis A; Derbel B; Ziadi J; Denguir R,10.1016/j.jvscit.2026.102169
12966997,PMC12966997,Efficacy of Lidocaine Infusion in the Management of Chronic Myofascial Pain and Intractable Migrainous Headache in a Patient With Hypermobile Ehlers-Danlos Syndrome: A Case Report.,Cureus,2026 Feb,Sebastian R; Wright T; Lee SJ; Gattu K,10.7759/cureus.103015
12958675,PMC12958675,Prevalence and management of mental health comorbidities in a German cohort of patients with Ehlers-Danlos syndromes and a generalized hypermobility spectrum disorder.,Orphanet J Rare Dis,2026 Feb 3,Henning M; Hock M; Shukri A; Löw V; Kernich N; Rauterberg J; Klapproth H; Tantcheva-Poór I,10.1186/s13023-026-04242-4
12892912,PMC12892912,Aebp1 loss in osteoprogenitors leads to skeletal defects resembling Ehlers-Danlos Syndrome by diminishing Wnt/β-catenin signaling.,JCI Insight,2026 Jan 23,Feng S; Feng Z; Deng Z; Wei Y; Lian R; Jin Y; Zhao S; Jin Y; Zhang Z; Zhao L,10.1172/jci.insight.191606
12841094,PMC12841094,The Genetic and Epigenetic Architecture of Keratoconus: Emerging Pathways and Clinical Implications.,Genes (Basel),2026 Jan 6,Cappellani F; Capobianco M; Visalli F; Mazzotta C; D'Esposito F; Tognetto D; Gagliano C; Zeppieri M,10.3390/genes17010066
12773402,PMC12773402,Abstract 101: Ophthalmic Artery Aneurysm Embolization Resulting in Resolution of Headaches and Visual Symptoms.,Stroke Vasc Interv Neurol,2023 Nov,Dasgupta S,10.1161/SVIN.03.suppl_2.101
12793884,PMC12793884,Varied Presentations of Arterial Events in Vascular Ehlers-Danlos Syndrome.,JACC Case Rep,2025 Oct 15,Jaiswal M; Mansoorshahi S; Zachariah S; Macedo T; Cecchi AC; Zhao B; Buja LM; Milewicz DM; Oderich GS; Afifi RO; Tanaka A; Estrera AL; Arain SA; Prakash SK,10.1016/j.jaccas.2025.105424
12765413,PMC12765413,Novel Use of Meniscal Allograft Arthroplasty for Basal Joint Arthritis in a Patient With Ehlers-Danlos Syndrome: A Case Report.,Cureus,2025 Dec,Vieira L; Eng EM; Chandrasekaran R; Esmaeili E,10.7759/cureus.98522
12744369,PMC12744369,A de novo variant of the COL3A1 gene: causality of vascular Ehlers-Danlos syndrome.,Adv Lab Med,2025 Dec,Gutiérrez Romero E; Padilla Apuntate N; Izquierdo Álvarez S,10.1515/almed-2025-0172
12712790,PMC12712790,Syndromic scoliosis in a patient with arthrochalasia Ehlers-Danlos syndrome corrected with a Wood-Rigo-Cheneau derotational brace.,BMJ Case Rep,2024 Sep 28,Brown M; Krasney L; Lavallee M,10.1136/bcr-2023-259469
12688513,PMC12688513,Challenges in the Management of Patients with Vascular Ehlers-Danlos Syndrome: Lessons from three Clinical Cases.,Eur J Case Rep Intern Med,2025,Alayasa L; Fiala R; Skafi A; Sulaiman T; Lemoli M; Buso G; Muiesan ML,10.12890/2025_005837
12677986,PMC12677986,Diaphragmatic Hernia in a Newborn With COL1A1-Associated Classical Ehlers-Danlos Syndrome.,Case Rep Genet,2025,Anand L; Munro MJ; Shetty A; Dean J; Pagan J; Campbell J,10.1155/crig/5233998
12639752,PMC12639752,Pulmonary vascular Ehlers-Danlos syndrome with hemoptysis as the main manifestation: CT and histologic findings of lung parenchymal damage.,Orphanet J Rare Dis,2025 Nov 21,Lei Y; Chen G; Chen T; Chen G; Xu H; Chen X; Zhao J; Hong C; Deng Y; Li X,10.1186/s13023-025-04113-4
12619029,PMC12619029,Interventional varicose vein therapy using endoluminal laser ablation (1940 nm) in patients with Ehlers-Danlos syndromes: two case reports.,J Dtsch Dermatol Ges,2025 Nov,Braß D; Tantcheva-Poór I; Stücker M,10.1111/ddg.15812
12615188,PMC12615188,Hypothesis paper: high prevalence of Tinel sign in hypermobile Ehlers-Danlos syndrome.,Front Neurol,2025,Hashemi SS; Knight DRT,10.3389/fneur.2025.1508176
12565033,PMC12565033,Oral Manifestations in Adolescents with Genetic Syndromes: A Retrospective Cross-Sectional Study.,J Clin Med,2025 Oct 13,Țenț A; Iurcov R; Moca AE; Moca RT; Țig IA; Matei RI,10.3390/jcm14207217
12551611,PMC12551611,Ehlers-Danlos Syndrome: A Tale of Two Cases Highlighting Rare Subtypes and Diagnostic Considerations.,Cureus,2025 Sep,Pati K; Tripathy SR; Patnaik SS; Parida MK; Das BK,10.7759/cureus.93109
12488752,PMC12488752,Survival of anterior cruciate ligament  reconstruction in patients with Ehlers-Danlos syndrome: A comparison with anatomic risk factors in existing literature.,Int Orthop,2025 Oct,Schmidt S; Leite CBG; Bumberger A; Franco D; Jacobs CA; Richardson L; Paschos N; Goertz S; Berkson E; Asnis P; Lattermann C,10.1007/s00264-025-06632-y
12464579,PMC12464579,Intramuscular hemorrhage during rehabilitation in a post-stroke patient with vascular Ehlers-Danlos syndrome: a case report and review of spasticity-related muscle injury.,Front Rehabil Sci,2025,Izumi R; Hayashi K; Sato M; Yamaguchi T; Suzuki A; Nakaya Y; Ikeda K; Ikawa M; Kobayashi Y,10.3389/fresc.2025.1638656
12465098,PMC12465098,Exploring the Association Between Median Arcuate Ligament Syndrome and Hypermobile Ehlers-Danlos Syndrome: A Case Report.,Cureus,2025 Aug,Sorenson KR; Buckway T; Hall B,10.7759/cureus.90988
12459581,PMC12459581,Evidence of Altered Enteric Nervous System Structure Associated With Severe Dysmotility in a Patient With Ehlers-Danlos Syndrome.,ACG Case Rep J,2025 Sep,Oelerich K; Bains K; Minchenberg SB; Deshpande V; Iturrino-Moreda J; Kulkarni S,10.14309/crj.0000000000001823
12441394,PMC12441394,Severely Kinked Ascending Aorta Prosthetic Graft Causing Thromboembolism.,JACC Case Rep,2025 Jul 9,Hasami NA; Geuzebroek GSC; Smith T; Heijmen RH,10.1016/j.jaccas.2025.103933
12441329,PMC12441329,Open Repair of a True Aneurysm of the Superior Mesenteric Artery.,JACC Case Rep,2025 Jul 2,Rascio L; Peluso N; Sica S; Tinelli G; Donati T; Borghese O; Tshomba Y,10.1016/j.jaccas.2025.103914
12420492,PMC12420492,Unraveling Reality : Complaints that became delusions aligned to Ehlers-Danlos Syndrome ended up with ECT - a case report.,Eur Psychiatry,2025 Apr,Uslu D; Dindar RE; Bestepe EE; Kolsuz H,10.1192/j.eurpsy.2025.2134
12417854,PMC12417854,Conservative Management of Massive Retroperitoneal Hemorrhage in a Patient with Vascular Ehlers-Danlos Syndrome: A Case Report.,Vasc Specialist Int,2025 Sep 9,Tanikawa A; Nemoto M; Watabe K,10.5758/vsi.250044
12409755,PMC12409755,Anesthetic Management of a Pregnant Patient With Ehlers-Danlos Syndrome Undergoing Elective Cesarean Delivery: A Case Report.,Cureus,2025 Aug,Aljuba YM; Shatalin D; Ronenson A; Grenader A; Ioscovich A,10.7759/cureus.89400
12327914,PMC12327914,"Ketamine Use in a Laboring Mother With Type 4 Ehlers-Danlos Syndrome, a Family History of Malignant Hyperthermia, and Opioid-Induced Seizures.",Cureus,2025 Jul,Bower RI; McArdle IW; Kohli A; Unger M,10.7759/cureus.87471
12296389,PMC12296389,'Pediatric Ehlers-Danlos syndrome VI with retroperitoneal Hemorrhage: case report and management strategy'.,Oxf Med Case Reports,2025 Jul,Yunus A; Khan M; Jamali AA; Kazi G,10.1093/omcr/omaf119
12291538,PMC12291538,Ehlers-Danlos syndrome and the risk of spontaneous colonic perforation: clinical insights and surgical implications.,J Surg Case Rep,2025 Jul,Gaspar D; Pinheiro JL; Santos A; Canhoto C; Simão R; Pereira RB; Pereira J,10.1093/jscr/rjaf558
12276532,PMC12276532,Double-Allograft Shoulder Stabilization for Multidirectional Instability Is Associated With Improved Function and Survivability After 2 Years.,Arthrosc Sports Med Rehabil,2025 Jun,Savoie FH 3rd; Cole MW; Collins LK; Wilder JH; Ross BJ; O'Brien MJ; Sherman WF,10.1016/j.asmr.2025.101120
12225415,PMC12225415,Postural Orthostatic Tachycardia Syndrome (POTS) as an Adverse Event to the Human Papilloma Virus (HPV) Vaccine and Its Relationship with Ehlers-Danlos Syndrome (EDS).,Reports (MDPI),2024 May 12,Schipperijn N; Wijesinghe M; Romo A; Brooks B,10.3390/reports7020036
12209458,PMC12209458,Ocular manifestations in Ehlers-Danlos syndrome.,Eye (Lond),2025 Jul,Kim SB; Shaia JK; Kaelber DC; Singh RP; Talcott KE,10.1038/s41433-025-03787-1
12200703,PMC12200703,Characterizing the content and quality of internet resources on exercise training in Ehlers-Danlos Syndromes and generalized hypermobility spectrum disorder.,PLoS One,2025,Dhawan J; Sohrabipour S; Salman Al-Timimi A; Elangeswaran B; Choudhary O; Al Kaabi N; Ibrahim Masthan M; Santa Mina D; McGillis L; Truong WT; Camacho Perez E; Schubart J; Lavallee M; Sheehan T; Cherin N; Mittal N; Clarke H; Bascom R; Rozenberg D,10.1371/journal.pone.0325709
12195525,PMC12195525,The Impact of Celiprolol in Vascular Ehlers-Danlos Syndrome: A Systematic Review of Current Evidence.,Med Sci (Basel),2025 Jun 9,Saputra PBT; Widiarti W; Siahaan PP; Putra RM; Putranto JNE; Budiarto RM; Luthfah N; Multazam CECZ; D'Oria M; Alkaff FF,10.3390/medsci13020074
12180213,PMC12180213,Prevalence of vascular complications in Ehlers-Danlos syndrome: a systematic review and meta-analysis.,Orphanet J Rare Dis,2025 Jun 20,Awad AA; Yappalparvi A; Khatib MN; R R; Kaur M; Srivastava M; Barwal A; Prasad GVS; Rajput P; Syed R; Sharma G; Prasoon A; Shabil M; Punia A; Jagga M; Mehta R; Sah S; Satapathy P; Gaidhane AM; Mawejje E; Bushi G,10.1186/s13023-025-03854-6
12159619,PMC12159619,A Rare Case of Bilateral Congenital Radial Head Dislocation: A Case Report.,J Orthop Case Rep,2025 Jun,Gultekin O; Ak S; Aksay MF; Arikan Hİ; Kilinc BE,10.13107/jocr.2025.v15.i06.5644
12055390,PMC12055390,Perforation of the Sigmoid Colon due to Diverticular Rupture in a Woman With FKBP14-Related Kyphoscoliotic Ehlers-Danlos Syndrome: A Case Report.,Clin Case Rep,2025 May,Foy M; Renault V; Gillas F; De Mazancourt P; Carlier R; Manceau G; Bénistan K,10.1002/ccr3.70480
12047577,PMC12047577,Recurrent elbow instability in a patient with Ehlers-Danlos syndrome treated with soft tissue reconstruction: case report.,JSES Rev Rep Tech,2025 May,Rodà D; Martinelli F; Celli A; Celli L,10.1016/j.xrrt.2024.11.001
12028372,PMC12028372,The Successful Treatment of a Patient with Ehlers-Danlos Syndrome (EDS) After an Extensive Burn Injury: A Case Report.,Medicina (Kaunas),2025 Mar 21,Ziółkowska K; Słaboń A; Glik J; Maj M; Olszak M; Mikuś-Zagórska K; Strzelec P; Czerny K; Maciejowski R; Gierek M; Łabuś W,10.3390/medicina61040554
11918753,PMC11918753,Genetic factors and management strategies in aortic health: a literature review of inherited aortopathy.,Ann Med Surg (Lond),2025 Feb,Elendu C; Nzeako TR; Nwachukwu NO; Akpa KN; Omiko RA; Ayobami-Ojo PS; Orji UW; Nwankwo VC; Amaefule KC; Chima CS; Chika NW; Olukorode JO; Oloyede PO; Falade DM; Fayemi TE; Ezeamaku-Humphrey CP; Vansh RR; Enaholo TMO; Anukam LI; Chukwuneke OM,10.1097/MS9.0000000000002969
11905011,PMC11905011,UK Medical Cannabis Registry: An Analysis of Outcomes of Medical Cannabis Therapy for Hypermobility-Associated Chronic Pain.,ACR Open Rheumatol,2025 Mar,Dickinson M; Erridge S; Warner-Levy J; Clarke E; McLachlan K; Coomber R; Holden W; Rucker JJ; Platt MW; Sodergren MH,10.1002/acr2.70024
11885547,PMC11885547,Understanding rare variant contributions to autism: lessons from dystrophin-deficient model.,NPJ Genom Med,2025 Mar 6,Costa CIS; Madanelo L; Wang JYT; da Silva Campos G; De Sanctis Girardi AC; Scliar M; Monfardini F; de Cássia Mingroni Pavanello R; Cória VR; Vibranovski MD; Krepischi AC; Lourenço NCV; Zatz M; Yamamoto GL; Zachi EC; Passos-Bueno MR,10.1038/s41525-025-00469-5
11879130,PMC11879130,Small bowel perforation caused by a fish bone in a patient with vascular Ehlers-Danlos syndrome: a case report.,J Surg Case Rep,2025 Feb,Nakahara H; Doi S; Yasuda S; Nagai M; Nakamura K; Matsuo Y; Terai T; Kohara Y; Sakata T; Sho M,10.1093/jscr/rjaf098
11862159,PMC11862159,Recurrent perforation of an implantable cardioverter-defibrillator lead in a patient with vascular Ehlers-Danlos syndrome.,HeartRhythm Case Rep,2025 Feb,Lee K; Liskov S; Lakdawala NK; MacCarrick G; Dietz HC 3rd; Barth AS,10.1016/j.hrcr.2024.10.015
11841416,PMC11841416,A case of massive hematoma: reflections on hypermobile Ehlers-Danlos syndrome.,Front Med (Lausanne),2025,Liu Q; Zeng G; Xiong Y; Xu C,10.3389/fmed.2025.1514349
11829448,PMC11829448,Rates of mental health concerns among individuals assessed at the GoodHope Ehlers-Danlos Syndrome Clinic.,Orphanet J Rare Dis,2025 Feb 14,Slepian PM; Axenova K; McCarthy M; Siegal R; Gobin K; Weinrib A; Buryk-Iggers S; Santa Mina D; McGillis L; Mittal N; Katz J; Clarke H,10.1186/s13023-025-03550-5
11783490,PMC11783490,Myxomatous degeneration of aortic valve causing severe aortic regurgitation. A rare case report.,SAGE Open Med Case Rep,2025,Kodakkandla RK; Sarraju VS; Ayalasomayajula N,10.1177/2050313X251316992
11769844,PMC11769844,Recalcitrant Female Pattern Hair Loss Like Alopecia Unveils Unexpected Rare Entity.,Clin Cosmet Investig Dermatol,2025,Nouh AH; Elgendy FM; Gobran FA; Zhuravlova MS,10.2147/CCID.S487399
11751598,PMC11751598,Rare vascular complications in classical Ehlers-Danlos syndromes.,BMJ Case Rep,2025 Jan 4,Chong CWC; Chaudhuri D; Varikara K,10.1136/bcr-2024-260109
11750457,PMC11750457,Radiological insights into fibromuscular dysplasia unveiled by intracranial aneurysms and iliac vein hypoplasia in suspected DVT.,Radiol Case Rep,2025 Mar,Ibenyahia A; Elkaddouri O; Salek M; Boustani S; Bigi S; Adnor S; Bouissar W; Wakrim S,10.1016/j.radcr.2024.12.025
11697121,PMC11697121,Management of spontaneous liver hemorrhage in vascular Ehlers Danlos syndrome: A case report.,Int J Surg Case Rep,2025 Jan,Warshowsky E; Shannon A; Elsagga M; Swan R,10.1016/j.ijscr.2024.110728
11666444,PMC11666444,"Neuraxial biomechanics, fluid dynamics, and myodural regulation: rethinking management of hypermobility and CNS disorders.",Front Neurol,2024,Frost N; Barclay SJ,10.3389/fneur.2024.1479545
11650402,PMC11650402,"A machine learning approach to stratify patients with hypermobile Ehlers-Danlos syndrome/hypermobility spectrum disorders according to disorders of gut brain interaction, comorbidities and quality of life.",Neurogastroenterol Motil,2025 Jan,Choudhary A; Fikree A; Ruffle JK; Takahashi K; Palsson OS; Aziz I; Aziz Q,10.1111/nmo.14957
11646906,PMC11646906,Comprehensive Genetic Testing for Coexisting Marfan and Loeys-Dietz Syndromes in Hereditary Thoracic Aortic Disease.,JACC Case Rep,2024 Dec 4,Yoshida S; Tada H; Goten C; Okada H; Sakata K; Takamura M,10.1016/j.jaccas.2024.102731
11641481,PMC11641481,Self-Perception of Physical Problems in Patients with Non-Vascular Type of Ehlers-Danlos Syndrome: A Qualitative Study.,Healthcare (Basel),2024 Nov 28,Palomo-Toucedo IC; Reina-Bueno M; Munuera-Martínez PV; Vázquez-Bautista MDC; Domínguez-Maldonado G; Leon-Larios F,10.3390/healthcare12232392
11623363,PMC11623363,Coexistence of Vascular Ehlers-Danlos Syndrome and Sticky Platelet Syndrome: A Lethal Combination in A Young Patient with Thrombophilia and Haemorrhagic Diathesis.,Eur J Case Rep Intern Med,2024,De Miguel-Escribano M; Garrido-Montes M; Astudillo-Ortega P; Pertusa-Mataix R; Rodríguez-Trigueros A; Corchero-Gijón J; Garcia-Morillo JS,10.12890/2024_005018
11618054,PMC11618054,A Case of Spontaneous Carotid-cavernous Fistula in a Patient with Vascular Ehlers-Danlos Syndrome.,NMC Case Rep J,2024,Kawano T; Horinouchi S; Tamura M; Kawano T; Ohta H,10.2176/jns-nmc.2024-0128
11610443,PMC11610443,Clinical diagnosis of the monogenic Ehlers-Danlos syndromes.,Med Genet,2024 Dec,van Dijk FS; Angwin C; Demirdas S; Ghali N; Zschocke J,10.1515/medgen-2024-2060
11587892,PMC11587892,Spontaneous sigmoid perforation and subsequent ruptured hepatic aneurysms in suspected vascular type Ehlers-Danlos syndrome: a case report and comprehensive literature review.,J Surg Case Rep,2024 Nov,Oh S; Hudnall AD; Fitzgerald CA,10.1093/jscr/rjae726
11585818,PMC11585818,Recurrent adnexal torsion in a teenager with hypermobile Ehlers-Danlos syndrome: A case report.,Case Rep Womens Health,2024 Dec,Panagiotopoulos M; Tsiriva M; Vogiatzi-Vokotopoulou L; Koukoumpanis K; Kathopoulis N; Douligeris A; Protopapas A; Michala L,10.1016/j.crwh.2024.e00661
11581960,PMC11581960,Presentation and physical therapy management using a neuroplasticity approach for patients with hypermobility-related upper cervical instability: a brief report.,Front Neurol,2024,Chalela S; Russek LN,10.3389/fneur.2024.1459115
11545606,PMC11545606,Bilateral Chronic Herpetic Anterior Uveitis in an Immunocompetent Patient.,Int Med Case Rep J,2024,Chu JP; Gilhotra JS,10.2147/IMCRJ.S490693
11532648,PMC11532648,Hypoglycemia Associated With Hypermobile Ehlers-Danlos Syndrome.,JCEM Case Rep,2024 Nov,Saeed H; Sheehan A; Patti ME,10.1210/jcemcr/luae205
11528175,PMC11528175,Cesarean Delivery in a Patient With Hypermobile Ehlers-Danlos Syndrome: A Case Report.,Cureus,2024 Oct,Antunes B; Araújo M; Noversa C; Pedreira J; Marques M,10.7759/cureus.70667
11527182,PMC11527182,Elucidating the roles of SOD3 correlated genes and reactive oxygen species in rare human diseases using a bioinformatic-ontology approach.,PLoS One,2024,Stanworth M; Zhang SD,10.1371/journal.pone.0313139
11515420,PMC11515420,Outcomes of orthopaedic surgery in Ehlers-Danlos syndromes: a scoping review.,BMC Musculoskelet Disord,2024 Oct 24,Schubart JR; Mills SE; Rodeo SA; Francomano CA,10.1186/s12891-024-07937-6
11461980,PMC11461980,Surviving the storm: A 6-year journey with bowel perforations and aneurysms in vascular Ehlers-Danlos syndrome - A case report.,Int J Surg Case Rep,2024 Nov,Habib FA; Osseis M; Chebly A; El Feghali E; Noun R,10.1016/j.ijscr.2024.110294
11458247,PMC11458247,Spontaneous Bilateral Patellar Tendon Rupture in Patient with Ehlers-Danlos Syndrome: A Case Report.,J Orthop Case Rep,2024 Oct,Franco H; Fraser D,10.13107/jocr.2024.v14.i10.4834
11459387,PMC11459387,"Suspected local anesthetic resistance after intrathecal, perineural, intraarticular and subcutaneous injections: a case report.",AME Case Rep,2024,Lee J; Davis J; Ralston B; Marcinkowski B; Chinn M; Burnette M,10.21037/acr-24-17
11440296,PMC11440296,Pulmonary Mycobacterium avium complex infection with vascular Ehlers-Danlos syndrome: A case report.,Respir Med Case Rep,2024,Okamura K; Noro R; Tanaka T; Kashiwada T; Tanaka Y; Saito Y; Fujita K; Akutsu K; Sahara T; Kamio K; Yamada T; Kasahara K; Seike M,10.1016/j.rmcr.2024.102119
11426177,PMC11426177,Coexisting Sacroiliac Arthritis and Chronic Nonbacterial Osteomyelitis in an Adolescent with Ehlers-Danlos Syndrome: A Case Report and Treatment Success.,Am J Case Rep,2024 Sep 22,Ożga J; Mężyk E; Kmiecik W; Wojciechowski W; Żuber Z,10.12659/AJCR.943579
11423452,PMC11423452,Novel COL5A1 variants and associated disease phenotypes in dogs with classical Ehlers-Danlos syndrome.,J Vet Intern Med,2024 Sep-Oct,Bullock G; Jaffey JA; Cohn LA; Sox E; Hostnik ET; Hutcheson KD; Matero E; Hoffmann KS; Johnson GS; Katz ML,10.1111/jvim.17180
11421124,PMC11421124,Functional benefit of joint surgery in patients with non-vascular Ehlers-Danlos syndrome: results of a retrospective study.,Orphanet J Rare Dis,2024 Sep 23,Abihssira S; Benistan K; Nourissat G,10.1186/s13023-024-03261-3
11410636,PMC11410636,Long COVID and hypermobility spectrum disorders have shared pathophysiology.,Front Neurol,2024,Ganesh R; Munipalli B,10.3389/fneur.2024.1455498
11408771,PMC11408771,Cerebral air embolism associated with cavitary lung lesion in a patient with Ehlers-Danlos syndrome.,Radiol Case Rep,2024 Dec,Mangerel J; Masri D; Gelbman M,10.1016/j.radcr.2024.08.078
11365123,PMC11365123,Multiple dermatofibromas in a patient with Ehlers-Danlos syndrome: a case report.,J Med Case Rep,2024 Aug 31,Mohaghegh F; Bahraminejad M; Talebzadeh Z; Tabatabaei ET,10.1186/s13256-024-04628-7
11343928,PMC11343928,Surgical and irradiated case of early breast cancer in a patient with Ehlers-Danlos syndrome.,Surg Case Rep,2024 Aug 23,Yamazaki A; Tada H; Muroyama Y; Yamazaki Y; Miyashita M; Harada-Shoji N; Hamanaka Y; Ebata A; Sato M; Motonari T; Yanagaki M; Kon T; Sakamoto A; Suzuki T; Ishida T,10.1186/s40792-024-01997-5
11341037,PMC11341037,Investigation of dermal collagen nanostructures in Ehlers-Danlos Syndrome (EDS) patients.,PLoS One,2024,Neshatian M; Mittal N; Huang S; Ali A; Khattignavong E; Bozec L,10.1371/journal.pone.0307442
11331821,PMC11331821,Internal carotid artery dissection associated with an elongated hyoid bone in a patient with vascular Ehlers-Danlos syndrome.,BMJ Case Rep,2024 Aug 16,González Villaman CM; Domínguez Quiñónez R; Castillo Espinal L,10.1136/bcr-2024-260764
11320472,PMC11320472,Cataract surgery complications in a patient with brittle cornea syndrome and Ehlers-Danlos syndrome type six: A case report.,Am J Ophthalmol Case Rep,2024 Dec,Maurino V; Aiello F; Matarazzo F,10.1016/j.ajoc.2024.102120
11109350,PMC11109350,The relationship between joint hypermobility and patellar instability: A systematic review.,J Orthop,2024 Oct,Heighes LA; Abelleyra Lastoria DA; Beni R; Iftikhar A; Hing CB,10.1016/j.jor.2024.05.009
11268287,PMC11268287,Outcomes Following Anterior Cervical Discectomy and Fusion in Patients With Ehlers-Danlos Syndrome.,Global Spine J,2024 Jul,Chi J; Raso J; Tadepalli V; Labaran L; Oh E; Wang J; Shen FH; Li X,10.1177/21925682231151924
11195703,PMC11195703,Assessment of extra-coronary peripheral arteriopathy in spontaneous coronary dissection: state of the art in non-invasive imaging techniques and future perspectives.,Eur Heart J Imaging Methods Pract,2023 Sep,Androulakis E; Kourek C; Vrettos A; Kontopodis N; Lioudaki E; Prasinou M; Xanthopoulos A; Antonopoulos A; Briasoulis A; Mohiaddin R,10.1093/ehjimp/qyad044
11188628,PMC11188628,Vascular Ehlers-Danlos Syndrome: A Comprehensive Natural History Study in a Dutch National Cohort of 142 Patients.,Circ Genom Precis Med,2024 Jun,Demirdas S; van den Bersselaar LM; Lechner R; Bos J; Alsters SIM; Baars MJH; Baas AF; Baysal Ö; van der Crabben SN; Dulfer E; Giesbertz NAA; Helderman-van den Enden ATJM; Hilhorst-Hofstee Y; Kempers MJE; Komdeur FL; Loeys B; Majoor-Krakauer D; Ockeloen CW; Overwater E; van Tintelen PJ; Voorendt M; de Waard V; Maugeri A; Brüggenwirth HT; van de Laar IMBH; Houweling AC,10.1161/CIRCGEN.122.003978
11188875,PMC11188875,Esophageal Striae as a Possible Gastrointestinal Manifestation of Hypermobile Ehlers-Danlos Syndrome.,ACG Case Rep J,2024 Jun,Eckardt AJ; Wehrmann T; Brueck CC,10.14309/crj.0000000000001393
11143781,PMC11143781,Intraocular lens calcification in a patient with Ehlers-Danlos syndrome.,Am J Ophthalmol Case Rep,2024 Sep,Maguire MJ; Munro DJ; Merz P; Laidlaw A; Auffarth GU,10.1016/j.ajoc.2024.102080
11120992,PMC11120992,Can Hemorrhagic Stroke Genetics Help Forensic Diagnosis in Pediatric Age (<5 Years Old)?,Genes (Basel),2024 May 13,Treves B; Sonnini E; La Russa R; Del Duca F; Ghamlouch A; De Matteis A; Trignano C; Marchal JA; Carrillo E; Napoletano G; Maiese A,10.3390/genes15050618
11095771,PMC11095771,Management of childbearing with hypermobile Ehlers-Danlos syndrome and hypermobility spectrum disorders: A scoping review and expert co-creation of evidence-based clinical guidelines.,PLoS One,2024,Pezaro S; Brock I; Buckley M; Callaway S; Demirdas S; Hakim A; Harris C; High Gross C; Karanfil M; Le Ray I; McGillis L; Nasar B; Russo M; Ryan L; Blagowidow N,10.1371/journal.pone.0302401
11082880,PMC11082880,Editorial: Ehlers-Danlos syndrome: from bedside to bench.,Front Genet,2024,Kosho T; Hayashi S; Matsumoto KI; Syx D; Kaur A,10.3389/fgene.2024.1399386
11058070,PMC11058070,Increased Opioid Use in Patients With Ehlers-Danlos Syndrome Before and After Total Hip Arthroplasty.,Arthroplast Today,2024 Jun,Kelly M; Kagan RP; Yoo J,10.1016/j.artd.2024.101390
11010766,PMC11010766,Temporomandibular disorders among Ehlers-Danlos syndromes: a narrative review.,J Int Med Res,2024 Apr,Oelerich O; Daume L; Yekkalam N; Hanisch M; Menne MC,10.1177/03000605241242582
10988040,PMC10988040,Iliac artery dissection and rupture in a patient with classic Ehlers-Danlos syndrome due to COL5A1 null variant.,J Vasc Surg Cases Innov Tech,2024 Jun,Pujari A; Shalhub S,10.1016/j.jvscit.2024.101443
