uid,pmcid,title,journal,pubdate,doi,source_query
12039301,PMC12039301,Clinical features of hereditary transthyretin amyloidosis-polyneuropathy with transthyretin Ala97Ser(p.Ala117Ser) mutation in South Mainland China.,Orphanet J Rare Dis,2025 Apr 28,10.1186/s13023-025-03733-0,autonomic_dysfunction
12033788,PMC12033788,Isolated neurological symptoms of Wilson's disease manifesting as focal epileptic seizures without hepatic involvement: Insights from a case report.,J Int Med Res,2025 Apr,10.1177/03000605251328574,autonomic_dysfunction
12000123,PMC12000123,Effects of levodopa/carbidopa intestinal gel infusion on autonomic symptoms in advanced Parkinson's disease: a systematic review.,Clin Auton Res,2025 Apr,10.1007/s10286-024-01090-9,autonomic_dysfunction
11999390,PMC11999390,Antidepressant and antiobesity drug-induced serotonin syndrome complicated by multiple organ injury: A case report.,Medicine (Baltimore),2025 Apr 11,10.1097/MD.0000000000041626,autonomic_dysfunction
11989403,PMC11989403,Parkinson's Spectrum Mechanisms in Pregnancy: Exploring Hypothetical Scenarios for MSA in the Era of ART.,Int J Mol Sci,2025 Apr 3,10.3390/ijms26073348,autonomic_dysfunction
11983818,PMC11983818,Ultrasound-guided femoral nerve block combined with lateral femoral cutaneous nerve block in a patient with congenital insensitivity to pain and anhidrosis: a case report.,BMC Anesthesiol,2025 Apr 9,10.1186/s12871-025-03026-w,autonomic_dysfunction
11959410,PMC11959410,Intestinal Perforation Secondary to Bortezomib-Induced Autonomic Neuropathy.,Clin Case Rep,2025 Apr,10.1002/ccr3.70340,autonomic_dysfunction
11958171,PMC11958171,Prediction model for severe autoimmune encephalitis: a tool for risk assessment and individualized treatment guidance.,Front Neurol,2025,10.3389/fneur.2025.1575835,autonomic_dysfunction
11949495,PMC11949495,Esophageal Achalasia in Parkinson's Disease: Diagnosis and Management of a Rare Case.,Transl Med UniSa,2024,10.37825/2239-9747.1052,autonomic_dysfunction
11941199,PMC11941199,Recurrent Osteomyelitis in a Paediatric Patient with a Novel NTRK1 Mutation: A Case Report on Congenital Insensitivity to Pain with Anhidrosis.,Children (Basel),2025 Mar 9,10.3390/children12030344,autonomic_dysfunction
11942918,PMC11942918,An Emerging Perspective on the Role of Fascia in Complex Regional Pain Syndrome: A Narrative Review.,Int J Mol Sci,2025 Mar 20,10.3390/ijms26062826,autonomic_dysfunction
11933830,PMC11933830,Neurocardiology Update: The Brain-Heart Connection in Multiple Sclerosis-A Narrative Review.,Health Sci Rep,2025 Mar,10.1002/hsr2.70607,autonomic_dysfunction
11930527,PMC11930527,Atypical diffuse white matter changes in a patient with anti-GQ1B spectrum disorder: A case report.,Radiol Case Rep,2025 May,10.1016/j.radcr.2025.01.095,autonomic_dysfunction
11924404,PMC11924404,Use of droxidopa for blood pressure augmentation after acute spinal cord injury: case reports.,Acute Crit Care,2025 Feb,10.4266/acc.2021.01662,autonomic_dysfunction
11891066,PMC11891066,Clinical study of the relationship between hepatitis B core antibody and mechanical ventilation in patients with Guillain-Barré syndrome.,Front Neurol,2025,10.3389/fneur.2025.1530286,autonomic_dysfunction
11864905,PMC11864905,Guillain-Barre Syndrome with Acute Lymphoblastic Leukemia: Case Report.,Int Med Case Rep J,2024,10.2147/IMCRJ.S496062,autonomic_dysfunction
11853085,PMC11853085,Small-Fiber Neuropathy: An Etiology-Oriented Review.,Brain Sci,2025 Feb 6,10.3390/brainsci15020158,autonomic_dysfunction
11837777,PMC11837777,Clinical analysis and case series report on autoimmune glial fibrillary acidic protein astrocytopathy presenting with autonomic dysfunction.,Front Neurol,2024,10.3389/fneur.2024.1464891,autonomic_dysfunction
11830951,PMC11830951,Late gadolinium enhancement in mid infero-septal area after left bundle branch area pacing in the setting of bifascicular block and syncope: a case report.,Eur Heart J Case Rep,2025 Feb,10.1093/ehjcr/ytaf035,autonomic_dysfunction
11805328,PMC11805328,"Exploring the Interplay of Smoking Behavior, Heart Rate Variability, Pulmonary Function Test Results, Diabetes, and Mood Disorders: A Systematic Review.",J Pharm Bioallied Sci,2024 Dec,10.4103/jpbs.jpbs_1287_24,autonomic_dysfunction
11794125,PMC11794125,Autoimmune glial fibrillary acidic protein astrocytopathy misdiagnosed as intracranial infectious diseases: case reports and literature review.,Front Immunol,2025,10.3389/fimmu.2025.1519700,autonomic_dysfunction
11792330,PMC11792330,Effect of exercise training on cardiac autonomic function in type 2 diabetes mellitus: a systematic review and meta-analysis.,Syst Rev,2025 Feb 4,10.1186/s13643-025-02772-9,autonomic_dysfunction
11765831,PMC11765831,Early Autonomic Dysfunction in Traumatic Brain Injury: An Article Review on the Impact on Multiple Organ Dysfunction.,J Clin Med,2025 Jan 16,10.3390/jcm14020557,autonomic_dysfunction
11762238,PMC11762238,Acute Hyperhidrosis: A Clue to Underlying Autonomic Dysfunction and a Rare Neurological Disorder.,Cureus,2024 Dec,10.7759/cureus.76387,autonomic_dysfunction
11720336,PMC11720336,A novel treatment strategy with hyperbaric oxygen of chronic osteomyelitis and pseudoarthrosis in a child with congenital hereditary sensory and autonomic neuropathy type 4 congenital insensitivity to pain with anhidrosis syndrome: a case report.,J Med Case Rep,2025 Jan 9,10.1186/s13256-024-05022-z,autonomic_dysfunction
11705187,PMC11705187,An Interesting Case of Acute Transverse Myelitis Secondary to Hepatitis C and Tricuspid Valve Endocarditis: A Case Report.,Cureus,2024 Dec,10.7759/cureus.75312,autonomic_dysfunction
11698547,PMC11698547,Carotid Body Tumor: Incidental Discovery and Diagnosis.,Cureus,2024 Dec,10.7759/cureus.75074,autonomic_dysfunction
11663233,PMC11663233,Ogilvie's Syndrome Following Herpes Zoster Infection: A Comprehensive Review of the Literature.,Cureus,2024 Nov,10.7759/cureus.74191,autonomic_dysfunction
11649939,PMC11649939,Memantine-Assisted Treatment of N-Methyl-D-Aspartate Receptor Antibody Encephalitis: A Mini Review.,Neuropsychiatr Dis Treat,2024,10.2147/NDT.S457591,autonomic_dysfunction
11624302,PMC11624302,Recurrent spinal subdural hematoma following percutaneous kyphoplasty: A unique case report.,Chin J Traumatol,2024 Dec,10.1016/j.cjtee.2024.08.005,autonomic_dysfunction
11604396,PMC11604396,Deterioration of Vocal Cord Paralysis after COVID-19 Infection in Multiple System Atrophy.,Intern Med,2024 Nov 1,10.2169/internalmedicine.4110-24,autonomic_dysfunction
11601889,PMC11601889,Severe Acute Transverse Myelitis With a Rapid Progression in an Infant.,Cureus,2024 Oct,10.7759/cureus.72558,autonomic_dysfunction
11588819,PMC11588819,Takotsubo syndrome in a Sardinian amyotrophic lateral sclerosis cohort.,J Neurol,2024 Dec,10.1007/s00415-024-12681-x,autonomic_dysfunction
11570938,PMC11570938,The brain-heart connection: Value of concurrent ECG and EEG recordings in epilepsy management.,Epilepsy Behav Rep,2024,10.1016/j.ebr.2024.100726,autonomic_dysfunction
11538991,PMC11538991,Symptomatic orthostatic hypotension due to standing mid-left ventricular obstruction: a case report.,Eur Heart J Case Rep,2024 Nov,10.1093/ehjcr/ytae566,autonomic_dysfunction
11520209,PMC11520209,Autonomic Dysfunction Among Adult Survivors of Childhood Cancer.,JACC CardioOncol,2024 Oct,10.1016/j.jaccao.2024.09.004,autonomic_dysfunction
11465670,PMC11465670,Insight of autonomic dysfunction in CLN3 disease: a study on episodes resembling paroxysmal sympathetic hyperactivity (PSH).,Orphanet J Rare Dis,2024 Oct 10,10.1186/s13023-024-03336-1,autonomic_dysfunction
11459426,PMC11459426,Severe Guillain-Barre syndrome induced by intravitreal injection of ranibizumab for branch retinal vein occlusion: a case report.,AME Case Rep,2024,10.21037/acr-23-107,autonomic_dysfunction
11454249,PMC11454249,6610 Emphasizing the evaluation of autonomic dysfunctioncontributes to the diagnosis of ROHHAD Syndrome -- Based on a comparative analysis of two center ROHHAD Syndrome case reports and reported literature.,J Endocr Soc,2024 Oct-Nov,10.1210/jendso/bvae163.1204,autonomic_dysfunction
11449492,PMC11449492,Aggressive Course of Myelin Oligodendrocyte Glycoprotein Antibody-Associated Disease (MOGAD): An Illustration of Two Cases and Review of Literature.,Cureus,2024 Sep,10.7759/cureus.68563,autonomic_dysfunction
11416968,PMC11416968,The Gly103Arg variant in hereditary transthyretin amyloidosis.,Front Neurol,2024,10.3389/fneur.2024.1471131,autonomic_dysfunction
11377680,PMC11377680,Repeat length in spinocerebellar ataxia type 4 (SCA4) predicts age at onset and disease severity.,J Neurol,2024 Sep,10.1007/s00415-024-12600-0,autonomic_dysfunction
11372533,PMC11372533,The predictive role of autonomic neuropathy in pre- and post-liver transplantation outcomes: a systematic review and meta-analysis.,Ann Gastroenterol,2024 Sep-Oct,10.20524/aog.2024.0905,autonomic_dysfunction
11368817,PMC11368817,Bowel burdens: a systematic review and meta-analysis examining the relationships between bowel dysfunction and quality of life after spinal cord injury.,Spinal Cord,2024 Sep,10.1038/s41393-024-01002-8,autonomic_dysfunction
11317325,PMC11317325,Prevalence and Risk Factors of Cardiovascular Autonomic Neuropathy in Individuals with Type 1 Diabetes Mellitus: A Systematic Review and Meta-Analysis.,Rev Cardiovasc Med,2024 Jul,10.31083/j.rcm2507244,autonomic_dysfunction
11318722,PMC11318722,"Anti-N-Methyl-D-Aspartate Receptor Encephalitis and Life-Threatening Sinus Node Dysfunction: A Case Report, Literature Review, and Analysis of 23 Cases.",Cureus,2024 Jul,10.7759/cureus.64472,autonomic_dysfunction
11307022,PMC11307022,Serine Palmitoyltransferase (SPT)-related Neurodegenerative and Neurodevelopmental Disorders.,J Neuromuscul Dis,2024,10.3233/JND-240014,autonomic_dysfunction
11271026,PMC11271026,Exploring heart rate variability in polycystic ovary syndrome: implications for cardiovascular health: a systematic review and meta-analysis.,Syst Rev,2024 Jul 24,10.1186/s13643-024-02617-x,autonomic_dysfunction
11268033,PMC11268033,Atypical Presentation of Ziprasidone-Induced Neuroleptic Malignant Syndrome: A Case Report.,J Investig Med High Impact Case Rep,2024 Jan-Dec,10.1177/23247096241262690,autonomic_dysfunction
11195912,PMC11195912,A Tale of Two Afflictions: Transverse Myelitis and COVID-19 in a Young Female Patient.,Cureus,2024 May,10.7759/cureus.61066,autonomic_dysfunction
11185538,PMC11185538,Persistent Neurological Deficits in Mouse PASC Reveal Antiviral Drug Limitations.,bioRxiv,2024 Jun 3,10.1101/2024.06.02.596989,autonomic_dysfunction
11129138,PMC11129138,Perioperative cardiac risks in myasthenia gravis.,World J Clin Cases,2024 May 6,10.12998/wjcc.v12.i13.2147,autonomic_dysfunction
11120262,PMC11120262,"Long COVID in Children, Adults, and Vulnerable Populations: A Comprehensive Overview for an Integrated Approach.",Diseases,2024 May 6,10.3390/diseases12050095,autonomic_dysfunction
11097304,PMC11097304,Identification of a Novel Homozygous Mutation in PRDM12 Gene in a Patient with Hereditary Sensory and Autonomic Neuropathy Type VIII.,Arch Iran Med,2024 Apr 1,10.34172/aim.2024.32,autonomic_dysfunction
11060229,PMC11060229,A case report of vaping-associated sudden cardiac arrest in a young healthy patient.,Ann Med Surg (Lond),2024 May,10.1097/MS9.0000000000001907,autonomic_dysfunction
11055527,PMC11055527,Anesthesia Management in Massive Occipital Meningoencephalocele with Chiari III Malformation: A Case Report.,Int Med Case Rep J,2024,10.2147/IMCRJ.S453554,autonomic_dysfunction
11025188,PMC11025188,Aripiprazole-induced quasi-neuroleptic malignant syndrome: two case reports.,J Med Case Rep,2024 Apr 18,10.1186/s13256-024-04508-0,autonomic_dysfunction
11012290,PMC11012290,Autonomic Function in Obese Children and Adolescents: Systematic Review and Meta-Analysis.,J Clin Med,2024 Mar 23,10.3390/jcm13071854,autonomic_dysfunction
11005222,PMC11005222,Reconceptualizing autonomic function testing in migraine: a systematic review and meta-analysis.,J Headache Pain,2024 Apr 10,10.1186/s10194-024-01758-7,autonomic_dysfunction
10923340,PMC10923340,A 16-year-old boy presented with triple-A syndrome associated with neuromuscular disorders: a case report.,Ann Med Surg (Lond),2024 Mar,10.1097/MS9.0000000000001779,autonomic_dysfunction
10892370,PMC10892370,From Toxin to Treatment: A Narrative Review on the Use of Botulinum Toxin for Autonomic Dysfunction.,Toxins (Basel),2024 Feb 10,10.3390/toxins16020096,autonomic_dysfunction
10879635,PMC10879635,Delayed amyotrophic lateral sclerosis diagnosis with subtle cardiac manifestations: Was anchoring bias contributory?,Clin Case Rep,2024 Feb,10.1002/ccr3.8544,autonomic_dysfunction
10877782,PMC10877782,A therapeutic challenge relating to the association of orthostatic hypotension and supine hypertension in a patient with cardiac autonomic neuropathy: a case report.,J Med Case Rep,2024 Feb 20,10.1186/s13256-024-04346-0,autonomic_dysfunction
10836564,PMC10836564,Serotonin syndrome and neuroleptic malignant syndrome: A case report of intersecting symptomatology.,Ment Health Clin,2024 Feb,10.9740/mhc.2024.02.023,autonomic_dysfunction
10798782,PMC10798782,Phenotypes of a toddler with hereditary sensory and autonomic neuropathy type IV: comparing with normal: A case report.,Medicine (Baltimore),2024 Jan 19,10.1097/MD.0000000000036955,autonomic_dysfunction
10771322,PMC10771322,Sympathetic nerve blocks for posttraumatic stress disorder: an evidentiary review for future clinical trials.,Front Psychiatry,2023,10.3389/fpsyt.2023.1309986,autonomic_dysfunction
10765813,PMC10765813,Impaired cerebral microvascular endothelial cells integrity due to elevated dopamine in myasthenic model.,J Neuroinflammation,2024 Jan 4,10.1186/s12974-023-03005-3,autonomic_dysfunction
10713371,PMC10713371,Ceftriaxone-associated Biliary Pseudolithiasis with Elderly Type 1 Diabetes Mellitus: Two Case Reports.,Intern Med,2023 Nov 15,10.2169/internalmedicine.1405-22,autonomic_dysfunction
10696640,PMC10696640,Congenital Insensitivity to Pain with Anhidrosis: A Case Report.,Cureus,2023 Nov,10.7759/cureus.48294,autonomic_dysfunction
10689120,PMC10689120,Tetanus Overlooked Due to the Involvement of Multiple Departments: A Case Report.,Cureus,2023 Oct,10.7759/cureus.48066,autonomic_dysfunction
10632228,PMC10632228,Unveiling the role of cerebellar alterations in the autonomic nervous system: a systematic review of autonomic dysfunction in spinocerebellar ataxias.,J Neurol,2023 Dec,10.1007/s00415-023-11993-8,autonomic_dysfunction
10629858,PMC10629858,A Rare Case of Lambert-Eaton Myasthenia Syndrome Associated with Non-Hodgkin's Lymphoma: A Case Report and Review of the Literature.,Case Rep Oncol,2023 Jan-Dec,10.1159/000534557,autonomic_dysfunction
10625810,PMC10625810,Prodromal Dementia with Lewy Bodies: A Case Series of the 3 Prodromal Types from Clinical Practice.,Case Rep Neurol,2023 Jan-Dec,10.1159/000533378,autonomic_dysfunction
10589599,PMC10589599,A case of successful hormone therapy for refractory hypotension following viral encephalitis: Case report.,Medicine (Baltimore),2023 Oct 20,10.1097/MD.0000000000034988,autonomic_dysfunction
10583799,PMC10583799,Respiratory arrest after posterior fossa decompression in patients with Chiari malformations: An overview.,J Craniovertebr Junction Spine,2023 Jul-Sep,10.4103/jcvjs.jcvjs_70_23,autonomic_dysfunction
10572826,PMC10572826,The Effect of Exercise on Cardiovascular Autonomic Nervous Function in Patients with Diabetes: A Systematic Review.,Healthcare (Basel),2023 Oct 1,10.3390/healthcare11192668,autonomic_dysfunction
10542526,PMC10542526,Exploring Outcome Priorities and Real-Life Management of Chemotherapy-Induced Peripheral Neurotoxicity: A Survey of the Italian Association for the Study of Pain members.,J Pain Res,2023,10.2147/JPR.S414389,autonomic_dysfunction
10494848,PMC10494848,Electrodermal activity and heart rate variability for detection of peripheral abnormalities in type 2 diabetes: A review.,Biomol Biomed,2023 Sep 4,10.17305/bb.2022.8561,autonomic_dysfunction
10512534,PMC10512534,Anti-alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid receptor encephalitis developed after ovarian cancer cytoreduction surgery: a case report and literature review.,BMC Womens Health,2023 Sep 21,10.1186/s12905-023-02636-1,autonomic_dysfunction
10492459,PMC10492459,Serotonin Syndrome in Critical Care.,J Investig Med High Impact Case Rep,2023 Jan-Dec,10.1177/23247096231194841,autonomic_dysfunction
10666899,PMC10666899,"Ofatumumab, a Fully Human Anti-CD20 Monoclonal Antibody, in the Treatment of Severe Refractory Anti-N-methyl-D-Aspartate Receptor Encephalitis: Two Case Reports.",Ann Indian Acad Neurol,2023 Sep-Oct,10.4103/aian.aian_236_23,autonomic_dysfunction
10467168,PMC10467168,"A narrative review and expert recommendations on the assessment of the clinical manifestations, follow-up, and management of post-OLT patients with ATTRv amyloidosis.",Ther Adv Neurol Disord,2023,10.1177/17562864231191590,autonomic_dysfunction
10467403,PMC10467403,Ileus induced by the combination of vinca alkaloids and posaconazole in a patient with acute lymphoblastic leukemia: a case report and literature review.,J Int Med Res,2023 Aug,10.1177/03000605231193823,autonomic_dysfunction
10455121,PMC10455121,Unexpected Adverse Events of Immune Checkpoint Inhibitors.,Life (Basel),2023 Jul 29,10.3390/life13081657,autonomic_dysfunction
10445067,PMC10445067,COVID-19-induced gastrointestinal autonomic dysfunction: A systematic review.,World J Clin Cases,2023 Aug 6,10.12998/wjcc.v11.i22.5252,autonomic_dysfunction
10418501,PMC10418501,Tako-Tsubo Syndrome in Amyotrophic Lateral Sclerosis: Single-Center Case Series and Brief Literature Review.,Int J Mol Sci,2023 Jul 28,10.3390/ijms241512096,autonomic_dysfunction
10368087,PMC10368087,Thirty-Year Follow-Up of Early Onset Amyotrophic Lateral Sclerosis with a Pathogenic Variant in SPTLC1.,Case Rep Neurol,2023 Jan-Dec,10.1159/000530974,autonomic_dysfunction
10311857,PMC10311857,Anti-N-methyl-D-aspartate receptor encephalitis and positive human herpesvirus-7 deoxyribonucleic acid in cerebrospinal fluid: a case report.,J Med Case Rep,2023 Jun 29,10.1186/s13256-023-03909-x,autonomic_dysfunction
10257554,PMC10257554,Ampreloxetine Versus Droxidopa in Neurogenic Orthostatic Hypotension: A Comparative Review.,Cureus,2023 May,10.7759/cureus.38907,autonomic_dysfunction
10250140,PMC10250140,Neuromyelitis Optica Spectrum Disorder: A Rare Case of Transverse Myelitis and Autonomic Dysfunction.,Cureus,2023 May,10.7759/cureus.38791,autonomic_dysfunction
10224104,PMC10224104,Is the Effect of the COVID-19 Vaccine on Heart Rate Variability Permanent?,Medicina (Kaunas),2023 Apr 28,10.3390/medicina59050852,autonomic_dysfunction
10205362,PMC10205362,Acute neurogenic stunned myocardium in a patient with Guillain-Barré syndrome: case report.,Ann Med Surg (Lond),2023 May,10.1097/MS9.0000000000000636,autonomic_dysfunction
10195051,PMC10195051,PO-05-234 AUTONOMIC DYSFUNCTION AFTER COVID-19 IMMUNIZATION - CASE REPORT.,Heart Rhythm,2023 May,10.1016/j.hrthm.2023.03.1424,autonomic_dysfunction
10187022,PMC10187022,COVID-19 as a trigger of Guillain-Barré syndrome: A review of the molecular mechanism.,Immun Inflamm Dis,2023 May,10.1002/iid3.875,autonomic_dysfunction
10185646,PMC10185646,Diabetes mellitus - risk factor and potential future target for hepatic encephalopathy in patients with liver cirrhosis?,Metab Brain Dis,2023 Jun,10.1007/s11011-022-01068-4,autonomic_dysfunction
10141598,PMC10141598,Reactive Hyperemia and Cardiovascular Autonomic Neuropathy in Type 2 Diabetic Patients: A Systematic Review of Randomized and Nonrandomized Clinical Trials.,Medicina (Kaunas),2023 Apr 16,10.3390/medicina59040770,autonomic_dysfunction
10143446,PMC10143446,Parkinson's Disease and the Cardiac Cycle: A Rapid Literature Review and Case Series.,Life (Basel),2023 Apr 13,10.3390/life13041003,autonomic_dysfunction
10117695,PMC10117695,Clinical Features and Classification of Neuronal Intranuclear Inclusion Disease.,Neurol Genet,2023 Apr,10.1212/NXG.0000000000200057,autonomic_dysfunction
10110930,PMC10110930,Autonomic Dysfunction Related to Postacute SARS-CoV-2 Syndrome.,Phys Med Rehabil Clin N Am,2023 Aug,10.1016/j.pmr.2023.04.003,autonomic_dysfunction
10098674,PMC10098674,Cardiovascular autonomic dysfunction induced by mechanical insufflation-exsufflation in Guillain-Barré syndrome.,Respirol Case Rep,2023 May,10.1002/rcr2.1135,autonomic_dysfunction
10082574,PMC10082574,6084 Cases of Adult Tetanus from China: A Literature Analysis.,Infect Drug Resist,2023,10.2147/IDR.S404747,autonomic_dysfunction
10068466,PMC10068466,Thymoma-associated autoimmune encephalitis: Analysis of factors determining prognosis.,CNS Neurosci Ther,2023 May,10.1111/cns.14166,autonomic_dysfunction
9981577,PMC9981577,A rare case of hereditary sensory and autonomic neuropathy type II.,Clin Case Rep,2023 Mar,10.1002/ccr3.7015,autonomic_dysfunction
9982187,PMC9982187,Effects of Atomoxetine for the Treatment of Neurogenic Orthostatic Hypotension in Patients With Alpha-synucleinopathies: A Systematic Review of Randomized Controlled Trials and a Focus-Group Discussion.,J Clin Neurol,2023 Mar,10.3988/jcn.2022.0018,autonomic_dysfunction
9976414,PMC9976414,Case report: malignant hypertension associated with catecholamine excess in a patient with Leigh syndrome.,Clin Hypertens,2023 Mar 1,10.1186/s40885-022-00231-4,autonomic_dysfunction
9961012,PMC9961012,Exploring the Role of ACE2 as a Connecting Link between COVID-19 and Parkinson's Disease.,Life (Basel),2023 Feb 15,10.3390/life13020536,autonomic_dysfunction
9934048,PMC9934048,SIALORRHEA AND XEROSTOMIA IN PARKINSON'S DISEASE PATIENTS.,Acta Clin Croat,2022 Aug,10.20471/acc.2022.61.02.19,autonomic_dysfunction
9905947,PMC9905947,Acute Colonic Pseudo-Obstruction Secondary to Renal Calculus: A Case Report and Review of Pathophysiology.,Cureus,2023 Feb,10.7759/cureus.34756,autonomic_dysfunction
9906264,PMC9906264,Association of arterial stiffness and neuropathy in diabetes: a systematic review and meta-analysis.,BMJ Open Diabetes Res Care,2023 Feb,10.1136/bmjdrc-2022-003140,autonomic_dysfunction
9885840,PMC9885840,"Rapid-Onset Obesity, Hypothalamic Dysregulation, Hypoventilation, Autonomic Dysregulation, and Neuroendocrine Tumour: Rare Syndrome with Myriad Anaesthesia Implications.",Turk J Anaesthesiol Reanim,2022 Dec,10.5152/TJAR.2022.21395,autonomic_dysfunction
9901202,PMC9901202,Clinical characteristics of chronic rhinitis following stroke.,Front Neurol,2023,10.3389/fneur.2023.1081390,autonomic_dysfunction
9857898,PMC9857898,Contactin-associated protein-like 2 antibody-associated autoimmune encephalitis in children: case reports and systematic review of literature.,Acta Neurol Belg,2023 Oct,10.1007/s13760-023-02174-5,autonomic_dysfunction
9842933,PMC9842933,A case of traumatic intrapleural foreign body with progressive supranuclear palsy removed by thoracoscopic surgery.,Trauma Case Rep,2023 Feb,10.1016/j.tcr.2023.100761,autonomic_dysfunction
9813233,PMC9813233,Autonomic dysfunction in progressive supranuclear palsy.,J Neurol,2023 Jan,10.1007/s00415-022-11347-w,autonomic_dysfunction
9789564,PMC9789564,Sudden gamer death: non-violent death cases linked to playing video games.,BMC Psychiatry,2022 Dec 23,10.1186/s12888-022-04373-5,autonomic_dysfunction
9742062,PMC9742062,The unpredictability of labile blood pressure: Afferent baroreflex failure in a critical patient with multiple thyroid surgeries and COVID-19 infection.,Radiol Case Rep,2023 Feb,10.1016/j.radcr.2022.11.030,autonomic_dysfunction
9668071,PMC9668071,Spinal electrical stimulation to improve sympathetic autonomic functions needed for movement and exercise after spinal cord injury: a scoping clinical review.,J Neurophysiol,2022 Sep 1,10.1152/jn.00205.2022,autonomic_dysfunction
9671187,PMC9671187,Novel transthyretin gene mutation in familial amyloid neuropathy in India: Case.,Ann Afr Med,2022 Jul-Sep,10.4103/aam.aam_260_21,autonomic_dysfunction
9659563,PMC9659563,Idiopathic membranous nephropathy with renal amyloidosis: A case report.,Front Med (Lausanne),2022,10.3389/fmed.2022.986065,autonomic_dysfunction
9638276,PMC9638276,Leptomeningeal carcinomatosis in a patient with recurrent unresectable squamous cell carcinoma of the retromolar trigone-a brief report.,J Egypt Natl Canc Inst,2022 Nov 7,10.1186/s43046-022-00147-y,autonomic_dysfunction
9533363,PMC9533363,"Combined treatment with radiotherapy, chemotherapy and avelumab results in regression of metastatic Merkel cell carcinoma and improvement of associated Lambert-Eaton myasthenic syndrome: A case report.",Oncol Lett,2022 Nov,10.3892/ol.2022.13513,autonomic_dysfunction
9573263,PMC9573263,Two Case Reports of Patients With Transverse Myelitis as a Complication of SARS-CoV-2 Infection.,Cureus,2022 Sep,10.7759/cureus.29191,autonomic_dysfunction
9556677,PMC9556677,Cervical selective nerve root injection alleviates chronic refractory pain after brachial plexus avulsion: a case report.,JA Clin Rep,2022 Oct 12,10.1186/s40981-022-00574-9,autonomic_dysfunction
9544507,PMC9544507,A case report: Anesthetic management for open-heart surgery in a child with congenital insensitivity to pain with anhidrosis.,Paediatr Anaesth,2022 Sep,10.1111/pan.14515,autonomic_dysfunction
9510600,PMC9510600,Anesthetic management of a child with congenital insensitivity to pain with anhidrosis: A case report.,Front Surg,2022,10.3389/fsurg.2022.997162,autonomic_dysfunction
9444164,PMC9444164,Posterior Myocardial Infarction in a 45-Year-Old Javanese Woman with a 1-Month History of COVID-19-Related Guillain-Barré Syndrome: A Challenging Emergency Diagnosis.,Am J Case Rep,2022 Aug 31,10.12659/AJCR.937105,autonomic_dysfunction
9464770,PMC9464770,Ocular contrapulsion followed by ipsipulsion in Wallenberg syndrome: The first case report in literature.,Radiol Case Rep,2022 Nov,10.1016/j.radcr.2022.06.099,autonomic_dysfunction
9396113,PMC9396113,Case Report: Neuroleptic malignant syndrome in a HIV-positive patient.,F1000Res,2020,10.12688/f1000research.27165.2,autonomic_dysfunction
9437380,PMC9437380,A Case of Varicella-Zoster Virus Meningomyelitis in an HIV-1-Infected Patient: Facing the Challenges Related to Its Management and Prognosis.,Cureus,2022 Aug,10.7759/cureus.27652,autonomic_dysfunction
9377719,PMC9377719,A Clinical Case of COVID-19 Vaccine-Associated Guillain-Barré Syndrome.,Am J Case Rep,2022 Aug 10,10.12659/AJCR.936896,autonomic_dysfunction
9297410,PMC9297410,Effects of Kampo medicine hangebyakujutsutemmato on persistent postural-perceptual dizziness: A retrospective pilot study.,World J Clin Cases,2022 Jul 16,10.12998/wjcc.v10.i20.6811,autonomic_dysfunction
9426152,PMC9426152,Congenital corneal anesthesia: A case series.,Indian J Ophthalmol,2022 Jul,10.4103/ijo.IJO_3001_21,autonomic_dysfunction
9414331,PMC9414331,"Fourteen-year change in activities of daily living of a quadriplegic, ventilator-managed patient injured by high cervical spinal cord injury during infancy: a case report.",BMC Pediatr,2022 Aug 25,10.1186/s12887-022-03573-y,autonomic_dysfunction
9291215,PMC9291215,Use of Mayer wave activity to demonstrate aberrant cardiovascular autonomic control following sports concussion injury.,Ann N Y Acad Sci,2022 Jan,10.1111/nyas.14683,autonomic_dysfunction
9277170,PMC9277170,Lambert-Eaton Myasthenic Syndrome in Lung Cancer.,Contrast Media Mol Imaging,2022,10.1155/2022/3912376,autonomic_dysfunction
9235195,PMC9235195,Atypical dermatologic manifestations in complex regional pain syndrome: a case report.,J Med Case Rep,2022 Jun 27,10.1186/s13256-022-03466-9,autonomic_dysfunction
9226898,PMC9226898,Body Structural Description Impairment in Complex Regional Pain Syndrome Type I.,Front Psychol,2022,10.3389/fpsyg.2022.853641,autonomic_dysfunction
9136724,PMC9136724,Cough as a neurological sign: What a clinician should know.,World J Crit Care Med,2022 May 9,10.5492/wjccm.v11.i3.115,autonomic_dysfunction
9128783,PMC9128783,Neuropathic symptoms with SARS-CoV-2 vaccination.,medRxiv,2022 May 17,10.1101/2022.05.16.22274439,autonomic_dysfunction
9119822,PMC9119822,Bilateral horizontal gaze palsy due to Anti-IgLON5 disease.,Am J Ophthalmol Case Rep,2022 Sep,10.1016/j.ajoc.2022.101574,autonomic_dysfunction
8977423,PMC8977423,Guillain-Barré Syndrome with Rapid Onset and Autonomic Dysfunction Following First Dose of Pfizer-BioNTech COVID-19 Vaccine: A Case Report.,Neurohospitalist,2022 Apr,10.1177/19418744211065242,autonomic_dysfunction
