uid,pmcid,title,journal,pubdate,doi
11628821,PMC11628821,Cardioneuroablation: A novel application for the treatment of severe mixed-pattern vasovagal syncope and orthostatic tachycardia without cardioinhibition-A case report.,HeartRhythm Case Rep,2024 Nov,10.1016/j.hrcr.2024.07.020
11606830,PMC11606830,Vestibular Syncope and Acute Peripheral Vestibular Deficit: A Case Report.,Clin Case Rep,2024 Dec,10.1002/ccr3.9677
11583770,PMC11583770,Cardioneuroablation for the Treatment of Vasovagal Syncope Induced by Chili Pepper Stimulation: A Case Report.,Int Med Case Rep J,2024,10.2147/IMCRJ.S478492
11554643,PMC11554643,Effect of age on clinical impact and mid-term denervation in patients undergoing cardioneuroablation.,Sci Rep,2024 Nov 11,10.1038/s41598-024-78665-z
11440119,PMC11440119,Vasovagal syncope successfully treated with an atrial leadless pacemaker.,HeartRhythm Case Rep,2024 Sep,10.1016/j.hrcr.2024.08.011
11373063,PMC11373063,Cardiac arrest in a 36 year-old after trigger point injection with lidocaine: Case report.,Interv Pain Med,2022 Sep,10.1016/j.inpm.2022.100077
11317348,PMC11317348,Takotsubo Syndrome Associated with Neurally Mediated Reflex Syncope: A Meta-summary of Case Reports and Literature Review.,Rev Cardiovasc Med,2024 Jul,10.31083/j.rcm2507264
11310060,PMC11310060,Cardioneuroablation: the known and the unknown.,Front Cardiovasc Med,2024,10.3389/fcvm.2024.1412195
11137558,PMC11137558,Cardioneuroablation for Drug Refractory Vasovagal Syncope After COVID-19 Infection.,JACC Case Rep,2024 Jul 3,10.1016/j.jaccas.2024.102373
11114473,PMC11114473,"Cardioneuroablation for vasovagal syncope: insights on patients' selection, centre settings, procedural workflow and endpoints-results from an European Heart Rhythm Association survey.",Europace,2024 May 2,10.1093/europace/euae106
11103027,PMC11103027,Increased Prevalence of the Electrocardiographic Early Repolarization Pattern in Young Patients With Vagally Mediated Syncope: A Case-Control Study.,CJC Pediatr Congenit Heart Dis,2024 Apr,10.1016/j.cjcpc.2023.10.013
10883356,PMC10883356,Convulsive Syncope as a Complication of Outpatient Procedures: A Case Series and Review of the Literature.,Clin J Sport Med,2024 Mar 1,10.1097/JSM.0000000000001159
10691945,PMC10691945,Cardioneuroablation for vasovagal syncope alters head-up tilt test response and reduces cardiac deceleration capacity.,HeartRhythm Case Rep,2023 Oct,10.1016/j.hrcr.2023.08.001
10487499,PMC10487499,Ganglionated Plexus Ablation Procedures to Treat Vasovagal Syncope.,Int J Mol Sci,2023 Aug 26,10.3390/ijms241713264
10452159,PMC10452159,The Impact of Head-Up Tilt Sleeping on Orthostatic Tolerance: A Scoping Review.,Biology (Basel),2023 Aug 9,10.3390/biology12081108
10384961,PMC10384961,Recurrent Syncope Episodes during Spinal Anesthesia for Perianal Abscess Drainage: A Case Report Emphasizing Pain as a Trigger.,Am J Case Rep,2023 Jul 26,10.12659/AJCR.940391
10352974,PMC10352974,Association between vitamin D deficiency and vasovagal syncope: A systematic review and meta-analysis.,Clin Cardiol,2023 Jul,10.1002/clc.24035
10202159,PMC10202159,Vasovagal Syncope and Transient Asystole During Peripheral Nerve Blockade.,Cureus,2023 May,10.7759/cureus.39337
9858696,PMC9858696,Anxiety and Depression as Risk Factors for Vasovagal Syncope and Potential Treatment Targets: A Systematic Review.,Cureus,2022 Dec,10.7759/cureus.32793
9811026,PMC9811026,Vasovagal syncope with isolated atrioventricular block following cardioneuroablation demonstrating distinct innervation of the sinus and atrioventricular nodes.,HeartRhythm Case Rep,2022 Nov,10.1016/j.hrcr.2022.08.007
9678641,PMC9678641,Current Evidence Involving WALANT Surgery.,J Hand Surg Glob Online,2022 Nov,10.1016/j.jhsg.2022.01.009
9582595,PMC9582595,Sleep syncope-A systematic review.,Front Cardiovasc Med,2022,10.3389/fcvm.2022.973368
9478736,PMC9478736,Restrictive strabismus and gaze-evoked oculocardiac reflex following pterygium repair with fibrin glue.,SAGE Open Med Case Rep,2022,10.1177/2050313X221122459
9426688,PMC9426688,Trigeminocardiac reflex during maxillary third molar extraction: Our experience.,Natl J Maxillofac Surg,2022 May-Aug,10.4103/njms.NJMS_260_20
9381344,PMC9381344,Delayed Vasovagal Reaction with Reflex Syncope Following COVID-19 Vaccination.,Intern Med,2022 Jul 15,10.2169/internalmedicine.9318-21
9289063,PMC9289063,Recurrent vasovagal syncope following successful cardioneuroablation.,HeartRhythm Case Rep,2022 Jul,10.1016/j.hrcr.2022.04.001
8976261,PMC8976261,Prospective Evaluation of Autonomic Dysfunction in Post-Acute Sequela of COVID-19.,J Am Coll Cardiol,2022 Jun 14,10.1016/j.jacc.2022.03.357
8866568,PMC8866568,Evaluating the Impact of Orthostatic Syncope and Presyncope on Quality of Life: A Systematic Review and Meta-Analysis.,Front Cardiovasc Med,2022,10.3389/fcvm.2022.834879
8725212,PMC8725212,Heart of the Matter: Syncope as a Rare Presentation of Lung Cancer Invading the Heart.,J Investig Med High Impact Case Rep,2021 Jan-Dec,10.1177/23247096211053709
8311716,PMC8311716,Catheter-Based Cardio-Neural Ablation for Refractory Vasovagal Syncope: First U.S. Report.,JACC Case Rep,2020 Jul,10.1016/j.jaccas.2020.04.022
8113941,PMC8113941,Spinal cord injury by direct damage during trigger point injection: a case report.,J Int Med Res,2021 May,10.1177/03000605211012367
8067858,PMC8067858,Lost but Not Lost-Embolization of a Leadless Pacemaker to the Pulmonary Artery with Consecutive Endovascular Recovery.,J Cardiovasc Dev Dis,2021 Apr 7,10.3390/jcdd8040037
8050227,PMC8050227,Autonomic dysfunction following COVID-19 infection: an early experience.,Clin Auton Res,2021 Jun,10.1007/s10286-021-00803-8
8009458,PMC8009458,Postural orthostatic tachycardia syndrome (POTS) and other autonomic disorders after COVID-19 infection: a case series of 20 patients.,Immunol Res,2021 Apr,10.1007/s12026-021-09185-5
7940120,PMC7940120,Estimating Baseline Incidence of Conditions Potentially Associated with Vaccine Adverse Events: a Call for Surveillance System Using the Korean National Health Insurance Claims Data.,J Korean Med Sci,2021 Mar 8,10.3346/jkms.2021.36.e67
7653476,PMC7653476,Ganglionated plexi ablation to treat exercise-induced vasovagal syncope: A case report.,HeartRhythm Case Rep,2020 Nov,10.1016/j.hrcr.2020.08.009
7664064,PMC7664064,Abdominal compartment syndrome due to extremely elongated sigmoid colon and rectum plus fecal impaction caused by disuse syndrome and diabetic neuropathy: a case report and review of the literature.,J Med Case Rep,2020 Nov 13,10.1186/s13256-020-02566-8
7594226,PMC7594226,Isoproterenol Causing Coronary Vasospasm and ST Elevations During Tilt Table Testing.,J Investig Med High Impact Case Rep,2020 Jan-Dec,10.1177/2324709620966862
7424299,PMC7424299,Cardioneuroablation for management of cardioinhibitory vasovagal syncope and pacemaker complications.,HeartRhythm Case Rep,2020 Aug,10.1016/j.hrcr.2020.04.021
7251279,PMC7251279,The relationship between clinical characteristics and psychological status and quality of life in patients with vasovagal syncope.,North Clin Istanb,2020,10.14744/nci.2020.93753
7252686,PMC7252686,Treatment of Neurocardiogenic Syncope: From Conservative to Cutting-edge.,J Innov Card Rhythm Manag,2018 Jul,10.19102/icrm.2018.090702
7185536,PMC7185536,Indications for permanent pacing in dogs and cats.,J Vet Cardiol,2019 Apr,10.1016/j.jvc.2018.12.003
7048024,PMC7048024,Cold beverage-induced vasovagal syncope in a healthy young adult man: a case report.,J Med Case Rep,2020 Feb 28,10.1186/s13256-020-2358-3
6587043,PMC6587043,Giant colloid cyst of the brain masquerading as vasovagal syncope.,HeartRhythm Case Rep,2019 Jun,10.1016/j.hrcr.2019.03.002
6395036,PMC6395036,Physical manoeuvers as a preventive intervention to manage vasovagal syncope: A systematic review.,PLoS One,2019,10.1371/journal.pone.0212012
5986263,PMC5986263,Leadless pacing in a young patient with cardioinhibitory vasovagal syncope.,Indian Pacing Electrophysiol J,2018 May-Jun,10.1016/j.ipej.2017.12.003
5926514,PMC5926514,Postural Tachycardia Syndrome and Vasovagal Syncope: A Hidden Case of Obstructive Cardiomyopathy without Severe Septal Hypertrophy.,Case Rep Cardiol,2018,10.1155/2018/8714819
5116500,PMC5116500,Neurocardiogenic Syncope and Supraventricular Tachycardia in Association with a Rare Congenital Aortic Valve Abnormality.,Case Rep Cardiol,2016,10.1155/2016/8136079
4978718,PMC4978718,Cerebro- and Cardio-vascular Responses to Energy Drink in Young Adults: Is there a Gender Effect?,Front Physiol,2016,10.3389/fphys.2016.00346
4863081,PMC4863081,An Unusual Case of Asystole Occurring during Deep Brain Stimulation Surgery.,Case Rep Neurol Med,2016,10.1155/2016/8930296
3558656,PMC3558656,Vasovagal cardiac arrest during spinal anesthesia for Cesarean section -A case report-.,Korean J Anesthesiol,2013 Jan,10.4097/kjae.2013.64.1.77
3559122,PMC3559122,Vasovagal syncope treated as epilepsy for 16 years.,Iran J Med Sci,2011 Mar,
2039776,PMC2039776,Vasovagal syncope or ventricular fibrillation. Your diagnosis better be accurate.,Clin Auton Res,2007 Aug,10.1007/s10286-007-0432-1
1501073,PMC1501073,The role of psychological factors in the aetiology and treatment of vasovagal syncope.,Indian Pacing Electrophysiol J,2004 Apr 1,
